age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative
Under 65,No,Graduated from college,More enthusiastic,Agree,Male,Word of God,Agree,Can trust,wick_6711500b57e2f17a7595527fe738ee2cb40d83b8da42646abb9593d4,"Between $75,000 and $99,999","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",Less enthusiastic,Don't know,Female,Book of fables,Don't know,Can't be too careful,wick_c409e17d40b6d3f97e989a08ebd4072933db9f0158d3e9bc60e4741e,"Under $15,000","Fulton County, GA",Very likely,Hispanic,Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Disagree,Can trust,wick_f046ebb9b3276f079a522576cc97bc844b08b7fadb2659438a53b3d0,"Between $50,000 and $74,999",Another county in Georgia,Already voted,Other,Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can trust,wick_e582f3f37d6b31c5f2a20ab2db3b7155d51babffa1071520104ea78d,"Between $75,000 and $99,999","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_bbafc80e29dd9183cbce821bf71374a5d130fe0b87203e8bd7822970,"Over $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Don't know,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_7d0e65c739c947c59b8486e1b723b5ceeecd487f43fa6b12e3b35be7,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_a421e6dd09d8fd01b571f8c53c838f3e1ed029c829d536403d43adc8,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Did not vote,Joe Biden,Early vote in person,David Perdue,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Agree,Male,Inspired word,Agree,Can't be too careful,wick_9b678aa58ac5f04d9920f29f793440b5b3577bae1183a79dfd7b03ed,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_3dcbf573527305ee2404e094c0708010da8e289ba112236a90016d9c,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Female,Inspired word,Agree,Can't be too careful,wick_8083dcd89c60e81d74f85e389d0f347d97915e3c9077e01b4f1c3d6f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,Other,Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from high school,More enthusiastic,Disagree,Male,Inspired word,Agree,Can't be too careful,wick_d69d91183aee1e022e2dc6ef4729c635e6b91ac64633db5ba115c24e,"Between $75,000 and $99,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Agree,Male,Inspired word,Agree,Don't know,wick_b384ac3223ced69077f989c4e235ce79de0484a1affc33b4986086fe,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Disagree,Can trust,wick_de34cc358f8bd37392db414055acf2c38a2196bee07c428488836fef,"Between $100,000 and $150,000","Gwinnett County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Other,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Disagree,Can trust,wick_236437ea0ea1289b570a44864968a0f908d98ed6200b50451e141a21,"Between $100,000 and $150,000","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can trust,wick_c849e59ee131a9ded0ca9d28ecec812951228c1e06c22e15d1aa710e,"Between $100,000 and $150,000","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,Less enthusiastic,Don't know,Female,Inspired word,Don't know,Can't be too careful,wick_33cd8dcdd6dbd6d91a3745a82acfdf194b40313e273ac2873818377a,"Between $100,000 and $150,000","Gwinnett County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Agree,Can't be too careful,wick_6551379d66d5e4d43f54014a417e90e25318e0bbeebec7d693211e40,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Don't know,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,About the same,Don't know,Male,Book of fables,Agree,Can't be too careful,wick_47a40c0bf7c84369e39fe8c0e1cb20a2673238a46ab1e874c85c6cdf,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Agree,Can't be too careful,wick_4ba329409eaf0aabe3d16fd91b21ab4a583b7fe84e0b0fc4e44f4636,"Between $50,000 and $74,999","Cobb County, GA",Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,About the same,Don't know,Female,Inspired word,Don't know,Can trust,wick_354876737de2a9d800a7eeda44767fb7de0c841bc5e4108d67b774a9,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Donald Trump,Joe Biden,Absentee by mail,Undecided,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Less than high school,More enthusiastic,Disagree,Female,Word of God,Agree,Can't be too careful,wick_39f05e5f8f3f8b1328d7de265608906430183480fe5efdb4d67f31a8,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",Less enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_05eae8a483b403ea0d2e92f929bb9c551b3f8d1a1e6b7b2952139a03,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,More enthusiastic,Don't know,Male,Inspired word,Agree,Can trust,wick_61d5f9094444cf0b0538943f6cf156e44031cf0c6259b2b9f77a1fd1,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Agree,Male,Inspired word,Agree,Don't know,wick_e17c48cb4720c54492dcfd7a01d5a0dc703c329c5d5773e2c11a90f4,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"Black, non-Hispanic",Donald Trump,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from college,More enthusiastic,Agree,Female,Book of fables,Agree,Can trust,wick_cb6adc74a19f4270c11a63e8acb9b4ffaa10b6eefd8d2e1bd179f41e,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Agree,Can trust,wick_04ec7abb43a38b2c88dcc49894cb49988e3dcb63cf9f5186c5cae268,"Between $15,000 and $49,999","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",About the same,Don't know,Female,Inspired word,Agree,Can't be too careful,wick_b59801fb48ac6310ccc5e988c561f575a8da1987bc63c737a69f82d2,"Between $75,000 and $99,999","Gwinnett County, GA",Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,I don't know,Disagree,Can trust,wick_024c7bd80c8fc90e7cdf742771f851dd74d16eae794002010266d84e,"Between $100,000 and $150,000","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Less than high school,Less enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_0bfbd1c0cd82eca6d6ce394be9665eea4ba505e40dd1185c429fe57f,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Unsure,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_ed59917d3da2acf0a2539eedf6a2ff44b35d33f2dbf68a3453dbf41f,"Under $15,000",Another county in Georgia,Very likely,Other,Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,About the same,Don't know,Female,Inspired word,Don't know,Can trust,wick_8bd8903779561ec7f6e420e26b49dda144b1c9f4df90986c41cccde8,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Disagree,Male,Inspired word,Disagree,Can trust,wick_367a1572c7133f6853003cfaa048c4009a915766571aa3589bfc9e81,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_cf6386ce999643b454b0760c9f3e813b590588d272d9bb77329bf68e,"Over $150,000","Gwinnett County, GA",Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Agree,Don't know,wick_8cb3f6675dd040232756f93df8421b446382fdecb2128890dce0229c,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_b772c1d4d5ef410f06e6a21a546f434b4552497028db809a241a7475,"Between $15,000 and $49,999","Fulton County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Agree,Female,Word of God,Don't know,Can't be too careful,wick_5c8d6d5f6d6108781349b5f67ff88eb401542749bde68aa9b1df67f0,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can trust,wick_65e8052d98e02c776eecb8d77e90a8793fd1e27b3f54a04c4354fc06,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",About the same,Don't know,Male,Inspired word,Agree,Can't be too careful,wick_fb964435d92310e325b1353db1c3f69d545cd64c6d0df6b61ca7f489,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Inspired word,Disagree,Can't be too careful,wick_d325a93b32f46c3ada7b521284f4237cc3dcf71cae659f4f15b1a1d5,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,wick_456c80b1392a7d328f09662cb2d1131a2460c5b47885deac414d9a31,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from high school,Less enthusiastic,Disagree,Female,Word of God,Don't know,Can't be too careful,wick_ab048607d978429251000857bd61f2dc78c5050312cf5788a892151d,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from high school,About the same,Agree,Male,Word of God,Agree,Can trust,wick_d29492931f63a8843f88892f25e8a1a9ba227f7316a8c0dd210667c4,"Under $15,000",Another county in Georgia,Already voted,"Black, non-Hispanic",Donald Trump,No,IVR,Donald Trump,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Less than high school,More enthusiastic,Disagree,Male,Word of God,Don't know,Can't be too careful,wick_3dda47a7c76e5fcafa4ea715a96f897b2f6c4f8d1236c931ac25929b,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Disagree,Can trust,wick_4ac3b2368c3b3e61c45c111de661fa244cb418084b289cfd5a3c8dbb,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,More enthusiastic,Don't know,Female,I don't know,Agree,Can't be too careful,wick_f31c7c950569929b7a5703fca01ad89a7b5db9e2b927f2a7e22a0510,"Between $50,000 and $74,999",Another county in Georgia,Already voted,Other,Don't know,No,IVR,Other,Other,Absentee by mail,Undecided,Undecided,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Agree,Male,Inspired word,Disagree,Can trust,wick_4163dd6bac890ae69f1c84c2077bef635eb41199c043f3b40115f367,"Between $50,000 and $74,999","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Don't know,Can trust,wick_a41f87079428a559aeac316a19d2a14ac20fa19acdec8dd81bd7b746,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_3b81482b36b44452a48e5bbc30a6bcb4ec8d29e342759e778765247f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_aa6c2d944fb98d684764273dd0b8a0c65803c723b41c2b16122ca362,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,Less enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_789da1c6f588953923e98c355032eef80cfbd25968e00487b824cae2,"Over $150,000","Fulton County, GA",Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,About the same,Don't know,Female,Word of God,Agree,Can trust,wick_81fac90f022a508ddfade062ddf1225dfffbbd9ed651d4a0d63f9b02,"Over $150,000",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,David Perdue,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Don't know,Don't know,wick_9196ba03c02e7aa5076c5d514d144f6ff659f3e56f1ebab0ffe4f49a,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Completed graduate school,About the same,Don't know,Female,Inspired word,Agree,Can trust,wick_3199fb9096fe854e0197bdf247d146a857074463975abff4df739757,"Between $50,000 and $74,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",Less enthusiastic,Don't know,Female,Inspired word,Agree,Can't be too careful,wick_b151f2d08c684ce6ba2af5b8fff539a2ed096d1475a1837fe095d998,"Over $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Completed graduate school,About the same,Agree,Female,Book of fables,Don't know,Can trust,wick_3174adf83c525e5e5b47b11468f6860e4a6b9c4f1a05322784871346,"Between $15,000 and $49,999","Cobb County, GA",Very likely,Other,Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,More enthusiastic,Agree,Female,Inspired word,Agree,Don't know,wick_512b0b3d11e102e07d8fbb3d161e2ab59d9720c43355777b53ea5e2b,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,More enthusiastic,Don't know,Male,Inspired word,Don't know,Can't be too careful,wick_7e09aa28357e39971cc89fa64629a87aa2d6a24feaf14127146121a5,"Between $75,000 and $99,999","Cobb County, GA",Already voted,"White, not Hispanic",Joe Biden,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,Inspired word,Don't know,Can trust,wick_c946296858dc8a6716077c6f2c036adf0e5359fd68a3a9a26e74659f,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
